,hs_code,suffix,description
0,17.01,,甘しや糖、てん菜糖及び化学的に純粋なしよ糖（固体のものに限る。）
1,,,粗糖（香味料又は着色料を加えてないものに限る。）
2,1701.12,,てん菜糖
3,,100,1 乾燥状態において、全重量に対するしよ糖の含有量が、検糖計の読みで98.5度未満に相当するもの
4,,200,2 その他のもの
5,1701.13,000,この類の号注2の甘しや糖
6,1701.14,,その他の甘しや糖
7,,,1 乾燥状態において、全重量に対するしよ糖の含有量が、検糖計の読みで98.5度未満に相当するもの
8,,110,(1)分蜜糖
9,,190,(2)その他のもの
10,,200,2 その他のもの
11,,,その他のもの
12,1701.91,000,香味料又は着色料を加えたもの
13,1701.99,,その他のもの
14,,100,1 氷砂糖、角砂糖、棒砂糖その他これらに類するもの
15,,200,2 その他のもの
16,17.02,,その他の糖類（化学的に純粋な乳糖、麦芽糖、ぶどう糖及び果糖を含むものとし、固体のものに限る。）、糖水（香味料又は着色料を加えてないものに限る。）、人造はちみつ（天然はちみつを混合してあるかないかを問わない。）及びカラメル
17,,,乳糖及び乳糖水
18,1702.11,000,無水乳糖として計算した乳糖の含有量が乾燥状態において全重量の99％以上のもの
19,1702.19,000,その他のもの
20,1702.20,,かえで糖及びかえで糖水
21,,100,1 かえで糖
22,,200,2 かえで糖水
23,1702.30,,ぶどう糖及びぶどう糖水（果糖を含有しないもの及び果糖の含有量が乾燥状態において全重量の20％未満のものに限る。）
24,,100,1 香味料又は着色料を加えたもの
25,,,2 その他のもの
26,,210,(1)砂糖を加えたもの
27,,,(2)その他のもの
28,,221,A 精製したもの
29,,229,B その他のもの
30,1702.40,,ぶどう糖及びぶどう糖水（果糖の含有量が乾燥状態において全重量の20％以上50％未満のものに限るものとし、転化糖を除く。）
31,,100,1 香味料又は着色料を加えたもの
32,,,2 その他のもの
33,,210,− 砂糖を加えたもの
34,,220,− その他のもの
35,1702.50,000,果糖（化学的に純粋なものに限る。）
36,1702.60,,その他の果糖及び果糖水（果糖の含有量が乾燥状態において全重量の50％を超えるものに限るものとし、転化糖を除く。）
37,,100,1 香味料又は着色料を加えたもの
38,,,2 その他のもの
39,,210,− 砂糖を加えたもの
40,,220,− その他のもの
41,1702.90,,その他のもの（転化糖並びにその他の糖類及び糖水の混合物で果糖を乾燥状態において全重量の50％含有するものを含む。）
42,,,1 砂糖
43,,110,− 分蜜糖
44,,190,− その他のもの
45,,,2 砂糖水
46,,211,− 分蜜糖のもの
47,,219,− その他のもの
48,,,3 人造はちみつ及びカラメル
49,,290,− 人造はちみつ
50,,300,− カラメル
51,,,4 ハイ・テスト・モラセス
52,,410,(1)グルタミン酸及びその塩、酵母、リジン、5'-リボヌクレオチド及びその塩その他政令で定める物品の製造に使用するもの
53,,420,(2)その他のもの
54,,,5 その他のもの
55,,510,(1)香味料又は着色料を加えたもの
56,,,(2)その他のもの
57,,521,A 砂糖を加えたもの
58,,,B その他のもの
59,,522,(a)ソルボース
60,,523,(b)麦芽糖
61,,529,(c)その他のもの
62,17.03,,糖みつ（砂糖の抽出又は精製の際に生ずるものに限る。）
63,1703.10,,甘しや糖みつ
64,,020,1 グルタミン酸及びその塩、酵母、リジン、5'-リボヌクレオチド及びその塩その他政令で定める物品の製造に使用するもの
65,,,2 その他のもの
66,,010,− 飼料用のもの（税関の監督の下で飼料の原料として使用するものに限る。）
67,,090,− その他のもの
68,1703.90,,その他のもの
69,,020,1 グルタミン酸及びその塩、酵母、リジン、5'-リボヌクレオチド及びその塩その他政令で定める物品の製造に使用するもの
70,,,2 その他のもの
71,,010,− 飼料用のもの（税関の監督の下で飼料の原料として使用するものに限る。）
72,,090,− その他のもの
73,17.04,,砂糖菓子（ホワイトチョコレートを含むものとし、ココアを含有しないものに限る。）
74,1704.10,000,チューインガム（砂糖で覆つてあるかないかを問わない。）
75,1704.90,,その他のもの
76,,100,1 甘草エキス（菓子にしたものを除く。）
77,,,2 その他のもの
78,,210,− キャンデー類
79,,220,− キャラメル
80,,230,− ホワイトチョコレート
81,,290,− その他のもの
