,hs_code,suffix,description
0,60.01,,パイル編物（ロングパイル編物及びテリー編物を含むものとし、メリヤス編み又はクロセ編みのものに限る。）
1,6001.10,000,ロングパイル編物
2,,,ループドパイル編物
3,6001.21,000,綿製のもの
4,6001.22,000,人造繊維製のもの
5,6001.29,000,その他の紡織用繊維製のもの
6,,,その他のもの
7,6001.91,000,綿製のもの
8,6001.92,,人造繊維製のもの
9,,015,1 ポリエステル製のたてメリヤス編みのもののうちパイルを切つたもので、政令で定める難燃性を有するもの（幅が142センチメートル以上のものに限る。）
10,,,2 その他のもの
11,,020,− たてメリヤスのもの
12,,,− その他のもの
13,,,−− 合成繊維製のもの
14,,092,−−− ポリエステルのもの
15,,094,−−− その他のもの
16,,099,−− 再生繊維又は半合成繊維製のもの
17,6001.99,000,その他の紡織用繊維製のもの
18,60.02,,メリヤス編物及びクロセ編物（幅が30センチメートル以下で、弾性糸又はゴム糸の重量が全重量の5％以上のものに限るものとし、第60.01項のものを除く。）
19,6002.40,,弾性糸の重量が全重量の5％以上のもの（ゴム糸を含まないものに限る。）
20,,,1 模様編みの組織を有するもの
21,,010,(1)綿製のもの
22,,020,(2)その他のもの
23,,,2 その他のもの
24,,050,(1)綿製又は人造繊維製のもの
25,,090,(2)その他のもの
26,6002.90,,その他のもの
27,,,1 模様編みの組織を有するもの
28,,,(1)綿製のもの
29,,011,− ゴム糸の重量が全重量の5％以上のもの
30,,013,− その他のもの
31,,,(2)その他のもの
32,,021,− ゴム糸の重量が全重量の5％以上のもの
33,,022,− その他のもの
34,,,2 その他のもの
35,,,(1)綿製のもの
36,,031,− ゴム糸の重量が全重量の5％以上のもの
37,,033,− その他のもの
38,,,(2)その他のもの
39,,,− 人造繊維製のもの
40,,041,−− ゴム糸の重量が全重量の5％以上のもの
41,,043,−− その他のもの
42,,,− その他のもの
43,,091,−− ゴム糸の重量が全重量の5％以上のもの
44,,093,−− その他のもの
