,hs_code,suffix,description
0,32.01,,植物性なめしエキス並びにタンニン及びその塩、エーテル、エステルその他の誘導体
1,3201.10,000,ケブラチョエキス
2,3201.20,000,ワットルエキス
3,3201.90,,その他のもの
4,,100,1 タンニン及びその誘導体
5,,200,2 その他のもの
6,32.02,,合成有機なめし剤、無機なめし剤、調製したなめし剤（天然なめし料を含有するかしないかを問わない。）及びなめし前処理用の酵素系調製品
7,3202.10,000,合成有機なめし剤
8,3202.90,000,その他のもの
9,32.03,,
10,3203.00,,植物性又は動物性の着色料（染色エキスを含み、化学的に単一であるかないかを問わないものとし、獣炭を除く。）及びこの類の注3の調製品で植物性又は動物性の着色料をもととしたもの
11,,100,− 天然あい及びバターダイ
12,,,− その他のもの
13,,210,−− 植物性着色料
14,,290,−− 動物性着色料
15,32.04,,有機合成着色料（化学的に単一であるかないかを問わない。）、この類の注3の調製品で有機合成着色料をもととしたもの及び蛍光増白剤又はルミノホアとして使用する種類の合成した有機物（化学的に単一であるかないかを問わない。）
16,,,有機合成着色料及びこの類の注3の調製品で有機合成着色料をもととしたもの
17,3204.11,000,分散染料及びこれをもととした調製品
18,3204.12,,酸性染料（金属塩にしてあるかないかを問わない。）及びこれをもととした調製品並びに媒染染料及びこれをもととした調製品
19,,010,− 酸性染料（金属塩にしてあるかないかを問わない。）及びこれをもととした調製品
20,,090,− その他のもの
21,3204.13,000,塩基性染料及びこれをもととした調製品
22,3204.14,000,直接染料及びこれをもととした調製品
23,3204.15,000,建染め染料（顔料としてそのまま使用することができるものを含む。）及びこれをもととした調製品
24,3204.16,000,反応染料及びこれをもととした調製品
25,3204.17,,顔料及びこれをもととした調製品
26,,010,− 顔料
27,,090,− その他のもの
28,3204.18,000,カロテノイドの着色料及びこれをもととした調製品
29,3204.19,,その他のもの（第3204.11号から第3204.19号までのうち二以上の号の着色料を混合した物品を含む。）
30,,020,− 有機溶剤溶解染料
31,,090,− その他のもの
32,3204.20,000,蛍光増白剤として使用する種類の合成した有機物
33,3204.90,000,その他のもの
34,32.05,,
35,3205.00,000,レーキ顔料及びこの類の注3の調製品でレーキ顔料をもととしたもの
36,32.06,,その他の着色料、この類の注3の調製品（第32.03項から第32.05項までのものを除く。）及びルミノホアとして使用する種類の無機物（化学的に単一であるかないかを問わない。）
37,,,二酸化チタンをもととした顔料及び調製品
38,3206.11,000,二酸化チタンの含有量が乾燥状態において全重量の80％以上のもの
39,3206.19,000,その他のもの
40,3206.20,000,クロム化合物をもととした顔料及び調製品
41,,,その他の着色料及び調製品
42,3206.41,,ウルトラマリン及びこれをもととした調製品
43,,010,1 ウルトラマリンブルー（群青）
44,,090,2 その他のもの
45,3206.42,,硫化亜鉛をもととしたリトポンその他の顔料及び調製品
46,,010,1 リトポン
47,,090,2 その他のもの
48,3206.49,,その他のもの
49,,100,1 ヘキサシアノ鉄酸塩（フェロシアン酸塩及びフェリシアン酸塩）をもととした顔料及び調製品
50,,900,2 その他のもの
51,3206.50,000,ルミノホアとして使用する種類の無機物
52,32.07,,調製顔料、調製乳白剤、調製絵の具、ほうろう、うわぐすり、うわぐすり用のスリップ、液状ラスターその他これらに類する調製品（窯業に使用する種類のものに限る。）及びガラスフリットその他のガラスで粉状、粒状又はフレーク状のもの
53,3207.10,000,調製顔料、調製乳白剤、調製絵の具その他これらに類する調製品
54,3207.20,000,ほうろう、うわぐすり、うわぐすり用のスリップその他これらに類する調製品
55,3207.30,000,液状ラスターその他これに類する調製品
56,3207.40,000,ガラスフリットその他のガラスで粉状、粒状又はフレーク状のもの
57,32.08,,ペイント及びワニス（エナメル及びラッカーを含むものとし、合成重合体又は化学的に変性させた天然重合体をもととしたもので、水以外の媒体に分散させ又は溶解させたものに限る。）並びにこの類の注4の溶液
58,3208.10,000,ポリエステルをもととしたもの
59,3208.20,000,アクリル重合体又はビニル重合体をもととしたもの
