,hs_code,suffix,description
0,70.01,,
1,7001.00,000,ガラスのくず（第85.49項の陰極線管由来のガラスその他の活性化ガラスを除く。）及び塊
2,70.02,,ガラスの球（第70.18項のマイクロスフィアを除く。）、棒及び管（加工してないものに限る。）
3,7002.10,000,球
4,7002.20,000,棒
5,,,管
6,7002.31,000,石英ガラスのもの
7,7002.32,000,"その他のガラス（線膨脹係数が温度0度から300度までの範囲において1ケルビンにつき1,000,000分の5以下のものに限る。）のもの"
8,7002.39,000,その他のもの
9,70.03,,鋳込み法又はロール法により製造した板ガラス及び溝型ガラス（吸収層、反射層又は無反射層を有するか有しないかを問わないものとし、その他の加工をしたものを除く。）
10,,,板ガラス（金属の線又は網を入れたものを除く。）
11,7003.12,000,色つきのもの、不透明のもの、色きせのもの及び吸収層、反射層又は無反射層を有するもの
12,7003.19,000,その他のもの
13,7003.20,000,板ガラス（金属の線又は網を入れたものに限る。）
14,7003.30,000,溝型ガラス
15,70.04,,引上げ法又は吹上げ法により製造した板ガラス（吸収層、反射層又は無反射層を有するか有しないかを問わないものとし、その他の加工をしたものを除く。）
16,7004.20,000,板ガラス（色つきのもの、不透明のもの、色きせのもの及び吸収層、反射層又は無反射層を有するものに限る。）
17,7004.90,000,その他のもの
18,70.05,,フロート板ガラス及び磨き板ガラス（吸収層、反射層又は無反射層を有するか有しないかを問わないものとし、その他の加工をしたものを除く。）
19,7005.10,,金属の線又は網を入れてないガラスで吸収層、反射層又は無反射層を有するもの
20,,010,1 無反射層を有するもの
21,,,2 その他のもの
22,,091,− 厚さが5ミリメートル以下のもの
23,,099,− その他のもの
24,,,金属の線又は網を入れてないその他のガラス
25,7005.21,,色つきのもの、不透明のもの、色きせのもの及び単に表面を粗く磨いたもの
26,,010,− 厚さが4ミリメートル以下のもの
27,,090,− その他のもの
28,7005.29,,その他のもの
29,,010,1 厚さが4ミリメートル以下のもの
30,,,2 その他のもの
31,,020,− 厚さが4ミリメートルを超え6ミリメートル以下のもの
32,,090,− その他のもの
33,7005.30,000,金属の線又は網を入れたもの
34,70.06,,
35,7006.00,000,ガラス（第70.03項から第70.05項までのガラスを曲げ、縁加工し、彫り、穴をあけ、ほうろう引きをし又はその他の加工をしたものに限るものとし、枠付きのもの及び他の材料を取り付けたものを除く。）
36,70.07,,安全ガラス（強化ガラス及び合わせガラスに限る。）
37,,,強化ガラス
38,7007.11,,車両用、航空機用、宇宙飛行体用又は船舶用に適する寸法及び形状のもの
39,,010,1 自動車用、航空機用又は宇宙飛行体用に適する寸法及び形状のもの
40,,090,2 その他のもの
41,7007.19,000,その他のもの
42,,,合わせガラス
43,7007.21,,車両用、航空機用、宇宙飛行体用又は船舶用に適する寸法及び形状のもの
44,,010,− 自動車用のもの
45,,090,− その他のもの
46,7007.29,000,その他のもの
47,70.08,,
48,7008.00,000,断熱用複層ガラス
49,70.09,,ガラス鏡（枠付きであるかないかを問わないものとし、バックミラーを含む。）
50,7009.10,000,バックミラー（車両用のものに限る。）
51,,,その他のもの
52,7009.91,000,枠付きでないもの
53,7009.92,000,枠付きのもの
54,70.10,,ガラス製の瓶、フラスコ、ジャー、つぼ、アンプルその他の容器（輸送又は包装に使用する種類のものに限る。）、保存用ジャー及び栓、ふたその他これらに類する物品
55,7010.10,000,アンプル
56,7010.20,000,栓、ふたその他これらに類する物品
57,7010.90,000,その他のもの
58,70.11,,ガラス製のバルブ、チューブその他これらに類する物品で封じてないもの及びこれらの部分品（電灯その他の光源、陰極線管その他これらに類する物品に使用するもので取付具を有しないものに限る。）
59,7011.10,000,電灯用のもの
60,7011.20,000,陰極線管用のもの
61,7011.90,000,その他のもの
62,70.13,,ガラス製品（食卓用、台所用、化粧用、事務用、室内装飾用その他これらに類する用途に供する種類のものに限るものとし、第70.10項又は第70.18項のものを除く。）
63,7013.10,000,ガラスセラミックス製のもの
64,,,脚付きグラス類（ガラスセラミックス製のものを除く。）
65,7013.22,000,鉛ガラス製のもの
66,7013.28,000,その他のもの
67,,,その他のコップ類（ガラスセラミックス製のものを除く。）
68,7013.33,000,鉛ガラス製のもの
69,7013.37,000,その他のもの
70,,,食卓用又は台所用に供する種類のガラス製品（コップ類及びガラスセラミックス製のものを除く。）
71,7013.41,000,鉛ガラス製のもの
72,7013.42,000,"線膨脹係数が温度0度から300度までの範囲において1ケルビンにつき1,000,000分の5以下のもの"
73,7013.49,000,その他のもの
74,,,その他のガラス製品
75,7013.91,000,鉛ガラス製のもの
76,7013.99,000,その他のもの
77,70.14,,
78,7014.00,000,ガラス製の信号用品及び光学用品（第70.15項のもの及び光学的に研磨したものを除く。）
79,70.15,,時計用ガラスその他これに類するガラス及び眼鏡用（視力矯正用であるかないかを問わない。）のガラス（曲面のもの、曲げたもの、中空のものその他これらに類する形状のものに限るものとし、光学的に研磨したものを除く。）並びにこれらの製造に使用する中空の球面ガラス及びそのセグメント
80,7015.10,000,視力矯正眼鏡用のガラス
81,7015.90,000,その他のもの
82,70.16,,ガラス製の舗装用ブロック、スラブ、れんが、タイルその他の建築又は建設に使用する種類の製品（プレスし又は成型したものに限るものとし、金属の線又は網を入れてあるかないかを問わない。）、ガラス製のキューブその他の細貨（モザイク用その他これに類する装飾用のものに限るものとし、裏張りしてあるかないかを問わない。）、ステンドグラスその他これに類するガラス及びブロック、パネル、板、殻その他これらに類する形状の多泡ガラス
83,7016.10,000,ガラス製のキューブその他の細貨（モザイク用その他これに類する装飾用のものに限るものとし、裏張りしてあるかないかを問わない。）
84,7016.90,,その他のもの
85,,010,1 ステンドグラスその他これに類するガラス
86,,090,2 その他のもの
87,70.17,,理化学用又は衛生用のガラス製品（目盛りを付してあるかないかを問わない。）
88,7017.10,000,石英ガラス製のもの
89,7017.20,000,"その他のガラス（線膨脹係数が温度0度から300度までの範囲において1ケルビンにつき1,000,000分の5以下のものに限る。）製のもの"
90,7017.90,000,その他のもの
91,70.18,,ガラス製のビーズ、模造真珠、模造貴石、模造半貴石その他これらに類する細貨及びこれらの製品（身辺用模造細貨類を除く。）、ガラス製の眼（人体用のものを除く。）、ランプ加工をしたガラス製の小像その他の装飾品（身辺用模造細貨類を除く。）並びにガラス製のマイクロスフィア（直径が1ミリメートル以下のものに限る。）
92,7018.10,000,ガラス製のビーズ、模造真珠、模造貴石、模造半貴石その他これらに類する細貨
93,7018.20,000,ガラス製のマイクロスフィア（直径が1ミリメートル以下のものに限る。）
94,7018.90,,その他のもの
95,,010,1 貴金属又はこれをめっきした金属を使用したもの
96,,090,2 その他のもの
97,70.19,,ガラス繊維（グラスウールを含む。）及びその製品（例えば、ガラス繊維の糸、ロービング及び織物）
