,hs_code,suffix,description
0,46.01,,さなだその他これに類する組物材料から成る物品（ストリップ状であるかないかを問わない。）並びに組物材料又はさなだその他これに類する組物材料から成る物品を平行につなぎ及び織つたものであつてシート状のもの（最終製品（敷物、壁掛等）であるかないかを問わない。）
1,,,敷物及びすだれ（植物性材料製のものに限る。）
2,4601.21,000,竹製のもの
3,4601.22,000,とう製のもの
4,4601.29,,その他のもの
5,,100,1 いぐさ製又は七島い製のもの
6,,,2 その他のもの
7,,910,− すだれ（幅が80センチメートル以上のものに限る。）
8,,990,− その他のもの
9,,,その他のもの
10,4601.92,000,竹製のもの
11,4601.93,000,とう製のもの
12,4601.94,,その他の植物性材料製のもの
13,,100,1 むしろ、こも及びアンペラ
14,,,2 さなだその他これに類する組物材料から成る物品（ストリップ状であるかないかを問わない。）
15,,210,− ばつかんさなだ
16,,290,− その他のもの
17,,,3 その他のもの
18,,,(1)いぐさ製又は七島い製のもの
19,,911,− 畳表
20,,919,− その他のもの
21,,990,(2)その他のもの
22,4601.99,,その他のもの
23,,100,1 さなだその他これに類する組物材料から成る物品（ストリップ状であるかないかを問わない。）
24,,200,2 その他のもの
25,46.02,,かご細工物、枝条細工物その他の製品（組物材料から直接造形したもの及び第46.01項の物品から製造したものに限る。）及びへちま製品
26,,,植物性材料製のもの
27,4602.11,,竹製のもの
28,,100,1 扇子及びうちわ並びにこれらの部分品
29,,900,2 その他のもの
30,4602.12,000,とう製のもの
31,4602.19,,その他のもの
32,,100,1 瓶用のわらづと
33,,,2 その他のもの
34,,910,− 畳床
35,,,− その他のもの
36,,991,−− 畳（厚さが8ミリメートル以上、面積が1平方メートル未満のもので、かつ、いぐさ製又は七島い製の畳表を有するものに限る。）
37,,999,−− その他のもの
38,4602.90,,その他のもの
39,,010,1 扇子、うちわ、これらの骨及び柄並びに扇子又はうちわの骨又は柄の部分品
40,,020,2 その他のもの
