,hs_code,suffix,description
0,65.01,,
1,6501.00,000,フェルト製の帽体（成型し又はつばを付けたものを除く。）並びにフェルト製のプラトウ及びマンション（スリットマンションを含む。）
2,65.02,,
3,6502.00,000,帽体（組んだもの及びストリップ（材料を問わない。）を組み合わせて作つたものに限るものとし、成型し、つばを付け、裏張りし又はトリミングしたものを除く。）
4,65.04,,
5,6504.00,000,帽子（組んだもの及びストリップ（材料を問わない。）を組み合わせて作つたものに限るものとし、裏張りしてあるかないか又はトリミングしてあるかないかを問わない。）
6,65.05,,
7,6505.00,,帽子（メリヤス編み又はクロセ編みのもの及びレース、フェルトその他の紡織用繊維の織物類（ストリップのものを除く。）から作つたものに限るものとし、裏貼りしてあるかないか又はトリミングしてあるかないかを問わない。）及びヘアネット（材料を問わないものとし、裏貼りしてあるかないか又はトリミングしてあるかないかを問わない。）
8,,100,1 ヘアネット
9,,900,2 その他のもの
10,65.06,,その他の帽子（裏張りしてあるかないか又はトリミングしてあるかないかを問わない。）
11,6506.10,,安全帽子
12,,100,1 革製のもの及び毛皮付きのもの
13,,200,2 その他のもの
14,,,その他のもの
15,6506.91,,ゴム製又はプラスチック製のもの
16,,100,1毛皮付きのもの
17,,200,2 その他のもの
18,6506.99,,その他の材料製のもの
19,,100,1 革製のもの及び毛皮付きのもの
20,,300,2 毛皮製のもの
21,,900,3 その他のもの
22,65.07,,
23,6507.00,000,帽子用のすべり革、裏、カバー、ハットファンデーション、ハットフレーム、ひさし及びあごひも
