,hs_code,suffix,description
0,,,第1節  けいそう土その他これに類するけい酸質の土から製造した製品及び耐火製品
1,69.01,,
2,6901.00,000,れんが、ブロック、タイルその他の陶磁製品（けいそう土その他これに類するけい酸質の土から製造したものに限る。）
3,69.02,,耐火れんが、耐火ブロック、耐火タイルその他これらに類する建設用陶磁製耐火製品（けいそう土その他これに類するけい酸質の土から製造したものを除く。）
4,6902.10,000,マグネシウム、カルシウム又はクロムを酸化マグネシウム、酸化カルシウム又は三酸化二クロムとして計算した重量が、単独で又は合計して全重量の50％を超えるもの
5,6902.20,000,アルミナ（Al2O3）若しくはシリカ（SiO2）又はこれらの相互の混合物若しくは化合物の含有量が全重量の50％を超えるもの
6,6902.90,000,その他のもの
7,69.03,,その他の陶磁製耐火製品（例えば、レトルト、るつぼ、マッフル、ノズル、プラグ、支持物、キューペル、管、さや、棒及びスライドゲート。けいそう土その他これに類するけい酸質の土から製造したものを除く。）
8,6903.10,000,遊離炭素の含有量が全重量の50％を超えるもの
9,6903.20,000,アルミナ（Al2O3）又はアルミナとシリカ（SiO2）との混合物若しくは化合物の含有量が全重量の50％を超えるもの
10,6903.90,000,その他のもの
11,,,第2節  その他の陶磁製品
12,69.04,,陶磁製の建設用れんが、床用ブロック、サポートタイル、フィラータイルその他これらに類する物品
13,6904.10,000,建設用れんが
14,6904.90,000,その他のもの
15,69.05,,かわら、煙突用品、建築用装飾品その他の建設用陶磁製品
16,6905.10,000,かわら
17,6905.90,000,その他のもの
18,69.06,,
19,6906.00,000,陶磁製の管、導管、とい及び管用継手
20,69.07,,陶磁製の舗装用品及び炉用又は壁用のタイル、陶磁製のモザイクキューブその他これに類する物品（裏張りしてあるかないかを問わない。）並びに仕上げ用の陶磁製品
21,,,舗装用品及び炉用又は壁用のタイル（第6907.30号又は第6907.40号のものを除く。）
22,6907.21,000,吸水率が全重量の0.5％以下のもの
23,6907.22,000,吸水率が全重量の0.5％を超え10％以下のもの
24,6907.23,000,吸水率が全重量の10％を超えるもの
25,6907.30,000,モザイクキューブその他これに類する物品（第6907.40号のものを除く。）
26,6907.40,000,仕上げ用の陶磁製品
27,69.09,,陶磁製の理化学用その他の技術的用途に供する物品、農業に使用する種類のおけ、かめその他これらに類する容器及び輸送又は包装に使用する種類のつぼ、ジャーその他これらに類する製品
28,,,陶磁製の理化学用その他の技術的用途に供する物品
29,6909.11,,磁器製のもの
30,,010,− 触媒の製造に使用する触媒担体
31,,020,− その他のもの
32,6909.12,,モース硬さが9以上の物品
33,,010,− 触媒の製造に使用する触媒担体
34,,020,− その他のもの
35,6909.19,,その他のもの
36,,010,− 触媒の製造に使用する触媒担体
37,,020,− その他のもの
38,6909.90,000,その他のもの
39,69.10,,陶磁製の台所用流し、洗面台、浴槽、ビデ、便器、水洗用水槽その他これらに類する衛生用備付品
40,6910.10,000,磁器製のもの
41,6910.90,000,その他のもの
42,69.11,,磁器製の食卓用品、台所用品その他の家庭用品及び化粧用品
43,6911.10,000,食卓用品及び台所用品
44,6911.90,000,その他のもの
45,69.12,,
46,6912.00,000,陶磁製の食卓用品、台所用品その他の家庭用品及び化粧用品（磁器製のものを除く。）
47,69.13,,陶磁製の小像その他の装飾品
48,6913.10,000,磁器製のもの
49,6913.90,000,その他のもの
50,69.14,,その他の陶磁製品
51,6914.10,000,磁器製のもの
52,6914.90,000,その他のもの
