,hs_code,suffix,description
0,22.01,,水（天然又は人造の鉱水及び炭酸水を含むものとし、砂糖その他の甘味料又は香味料を加えたものを除く。）、氷及び雪
1,2201.10,000,鉱水及び炭酸水
2,2201.90,000,その他のもの
3,22.02,,水（鉱水及び炭酸水を含むものとし、砂糖その他の甘味料又は香味料を加えたものに限る。）その他のアルコールを含有しない飲料（第20.09項の果実、ナット又は野菜のジュースを除く。）
4,2202.10,,水（鉱水及び炭酸水を含むものとし、砂糖その他の甘味料又は香味料を加えたものに限る。）
5,,100,1 砂糖を加えたもの
6,,200,2 その他のもの
7,,,その他のもの
8,2202.91,,ノンアルコールビール
9,,100,1 砂糖を加えたもの
10,,200,2 その他のもの
11,2202.99,,その他のもの
12,,100,1 砂糖を加えたもの
13,,200,2 その他のもの
14,22.03,,
15,2203.00,000,ビール
16,22.04,,ぶどう酒（強化ぶどう酒を含むものとし、生鮮のぶどうから製造したものに限る。）及びぶどう搾汁（第20.09項のものを除く。）
17,2204.10,000,スパークリングワイン
18,,,その他のぶどう酒及びぶどう搾汁でアルコール添加により発酵を止めたもの
19,2204.21,,2リットル以下の容器入りにしたもの
20,,010,1 シェリー、ポートその他の強化ぶどう酒
21,,020,2 その他のもの
22,2204.22,000,2リットルを超え10リットル以下の容器入りにしたもの
23,2204.29,,その他のもの
24,,010,1 150リットル以下の容器入りにしたもの
25,,090,2 その他のもの
26,2204.30,,その他のぶどう搾汁
27,,,1 アルコール分が1％未満のもの
28,,,(1)砂糖を加えたもの
29,,111,A しよ糖（天然に含有するものを含む。）の含有量が全重量の10％以下のもの
30,,119,B その他のもの
31,,,(2)その他のもの
32,,191,A しよ糖の含有量が全重量の10％以下のもの
33,,199,B その他のもの
34,,200,2 その他のもの
35,22.05,,ベルモットその他のぶどう酒（生鮮のぶどうから製造したもので、植物又は芳香性物質により香味を付けたものに限る。）
36,2205.10,000,2リットル以下の容器入りにしたもの
37,2205.90,,その他のもの
38,,100,1 アルコール分が1％未満のもの
39,,200,2 その他のもの
40,22.06,,
41,2206.00,,その他の発酵酒（例えば、りんご酒、梨酒、ミード及び清酒）並びに発酵酒とアルコールを含有しない飲料との混合物及び発酵酒の混合物（他の項に該当するものを除く。）
42,,100,1 アルコール分が1％未満のもの
43,,,2 その他のもの
44,,210,(1)清酒及び濁酒
45,,,(2)その他のもの
46,,221,A 発酵酒（清酒を除く。）と第20.09項又は第22.02項の物品との混合物
47,,,B その他のもの
48,,,(a)麦芽を原料の一部としたもので発泡性を有するもの
49,,223,− 所得税法等の一部を改正する等の法律（平成29年法律第４号）第７条の規定による改正前の酒税法第23条第２項第３号ロに規定するもの（発泡酒（酒税法施行令等の一部を改正する政令（平成29年政令第110号）第１条の規定による改正前の酒税法施行令（ 以下この項において「旧酒税法施行令」という。）で定めるものに限る。）にスピリッツ（旧酒税法施行令で定めるものに限る。）を加えたもの）
50,,224,− その他のもの
51,,,(b)その他のもの
52,,228,− 所得税法等の一部を改正する等の法律（平成29年法律第４号）第７条の規定による改正前の酒税法第23条第２項第３号イに規定するもの（糖類、ホップ、水及び旧酒税法施行令で定める物品を原料として発酵させたもの）
53,,229,− その他のもの
54,22.07,,エチルアルコール（変性させてないものでアルコール分が80％以上のものに限る。）及び変性アルコール（アルコール分のいかんを問わない。）
55,2207.10,,エチルアルコール（変性させてないものでアルコール分が80％以上のものに限る。）
56,,,1 アルコール分が90％以上のもの
57,,,(1)工業用アルコール又は酢酸エチル若しくはエチルアミンの製造の用に供するもの
58,,121,− 工業用アルコールの製造の用に供するもの
59,,122,− 酢酸エチルの製造の用に供するもの
60,,123,− エチルアミンの製造の用に供するもの
61,,,(2)その他のもの
62,,130,A アルコール飲料の原料アルコールの製造用のもの（連続式蒸留機により蒸留して使用するものに限る。）
63,,,B その他のもの
64,,191,〔1〕 バイオマス（動植物に由来する有機物（原油、石油ガス、可燃性天然ガス及び石炭並びにこれらから製造される製品を除く。）をいう。）から製造したものである旨が政令で定めるところにより証明されたものであり、かつ、エチル−ターシャリ−ブチルエーテルの製造の用に供するもの
65,,199,〔2〕 その他のもの
66,,,2 その他のもの
67,,220,(1)アルコール飲料の原料アルコールの製造用のもの（連続式蒸留機により蒸留して使用するものに限る。）
68,,290,(2)その他のもの
69,2207.20,,変性アルコール（アルコール分のいかんを問わない。）
70,,100,1 アルコール分が90％以上のもの
71,,200,2 その他のもの
72,22.08,,エチルアルコール（変性させてないものでアルコール分が80％未満のものに限る。）及び蒸留酒、リキュールその他のアルコール飲料
73,2208.20,000,ぶどう酒又はぶどう酒もろみの搾りかすから得た蒸留酒
74,2208.30,000,ウイスキー
75,2208.40,000,ラムその他これに類する発酵したさとうきびの製品から得た蒸留酒
76,2208.50,000,ジン及びジュネヴァ
77,2208.60,000,ウオッカ
78,2208.70,000,リキュール及びコーディアル
79,2208.90,,その他のもの
80,,,1 エチルアルコール及び蒸留酒
81,,110,(1)フルーツブランデー
82,,,(2)その他のもの
83,,,A エチルアルコール
84,,124,(a)アルコール飲料の原料アルコールの製造用のもの（連続式蒸留機により蒸留して使用するものに限る。）
85,,123,(b)その他のもの
86,,,B その他のもの
87,,125,(a)アルコール飲料の原料アルコールの製造用のもの（連続式蒸留機により蒸留して使用するものに限る。）
88,,129,(b)その他のもの
89,,,2 その他のアルコール飲料
90,,220,(1)合成清酒及び白酒
91,,230,(2)果汁をもととした飲料（アルコール分が1％未満のものに限る。）
92,,240,(3)その他のもの
93,22.09,,
94,2209.00,000,食酢及び酢酸から得た食酢代用物
