,hs_code,suffix,description
0,54.01,,縫糸（人造繊維の長繊維のものに限るものとし、小売用にしたものであるかないかを問わない。）
1,5401.10,,合成繊維の長繊維のもの
2,,010,1 絹の重量が全重量の10％を超えるもの
3,,,2 その他のもの
4,,021,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
5,,022,(2)その他のもの
6,5401.20,,再生繊維又は半合成繊維の長繊維のもの
7,,010,1 絹の重量が全重量の10％を超えるもの
8,,,2 その他のもの
9,,021,(1)アセテート繊維又はこれと合成繊維を合わせたものの重量が全重量の50％を超えるもの
10,,022,(2)その他のもの
11,54.02,,合成繊維の長繊維の糸（67デシテックス未満の単繊維のものを含むものとし、縫糸及び小売用にしたものを除く。）
12,,,強力糸（ナイロンその他のポリアミドのものに限るものとし、テクスチャード加工をしているかいないかを問わない。）
13,5402.11,000,アラミドのもの
14,5402.19,,その他のもの
15,,100,1 絹の重量が全重量の10％を超えるもの
16,,,2 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
17,,210,− よつてないもの及びより数が1メートルにつき50以下のもの
18,,220,− より数が1メートルにつき50を超えるもの
19,,900,3 その他のもの
20,5402.20,,強力糸（ポリエステルのものに限るものとし、テクスチャード加工をしているかいないかを問わない。）
21,,010,1 絹の重量が全重量の10％を超えるもの
22,,,2 その他のもの
23,,021,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
24,,022,(2)その他のもの
25,,,テクスチャード加工糸
26,5402.31,,ナイロンその他のポリアミドのもの（構成する単糸が50テックス以下のものに限る。）
27,,010,1 絹の重量が全重量の10％を超えるもの
28,,,2 その他のもの
29,,021,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
30,,022,(2)その他のもの
31,5402.32,,ナイロンその他のポリアミドのもの（構成する単糸が50テックスを超えるものに限る。）
32,,010,1 絹の重量が全重量の10％を超えるもの
33,,,2 その他のもの
34,,,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
35,,021,− 構成する単糸が88テックスを超えるもの
36,,022,− その他のもの
37,,029,(2)その他のもの
38,5402.33,,ポリエステルのもの
39,,010,1 絹の重量が全重量の10％を超えるもの
40,,,2 その他のもの
41,,021,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
42,,022,(2)その他のもの
43,5402.34,,ポリプロピレンのもの
44,,100,1 絹の重量が全重量の10％を超えるもの
45,,,2 その他のもの
46,,910,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
47,,990,(2)その他のもの
48,5402.39,,その他のもの
49,,010,1 絹の重量が全重量の10％を超えるもの
50,,,2 その他のもの
51,,021,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
52,,022,(2)その他のもの
53,,,その他の単糸（より数が1メートルにつき50以下のものに限る。）
54,5402.44,,弾性を有するもの
55,,100,1 絹の重量が全重量の10％を超えるもの
56,,,2 その他のもの
57,,910,(1)アラミド繊維のもの
58,,,(2)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
59,,921,− ナイロンその他のポリアミドのもの
60,,922,− ポリエステルのもの
61,,929,− その他のもの
62,,990,(3)その他のもの
63,5402.45,,その他のもの（ナイロンその他のポリアミドのものに限る。）
64,,100,1 絹の重量が全重量の10％を超えるもの
65,,,2 その他のもの
66,,910,(1)アラミド繊維のもの
67,,,(2)その他のもの
68,,991,A 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
69,,999,B その他のもの
70,5402.46,,その他のもの（ポリエステルのもので、部分的に配向性を与えたものに限る。）
71,,100,1 絹の重量が全重量の10％を超えるもの
72,,,2 その他のもの
73,,910,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
74,,990,(2)その他のもの
75,5402.47,,その他のもの（ポリエステルのものに限る。）
76,,100,1 絹の重量が全重量の10％を超えるもの
77,,,2 その他のもの
78,,910,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの
79,,990,(2)その他のもの
