,hs_code,suffix,description
0,76.01,,アルミニウムの塊
1,7601.10,000,アルミニウム（合金を除く。）
2,7601.20,000,アルミニウム合金
3,76.02,,
4,7602.00,,アルミニウムのくず
5,,010,− アルミニウム（合金を除く。）のもの
6,,090,− アルミニウム合金のもの
7,76.03,,アルミニウムの粉及びフレーク
8,7603.10,000,粉（薄片状のものを除く。）
9,7603.20,000,粉（薄片状のものに限る。）及びフレーク
10,76.04,,アルミニウムの棒及び形材
11,7604.10,000,アルミニウム（合金を除く。）のもの
12,,,アルミニウム合金のもの
13,7604.21,000,中空の形材
14,7604.29,000,その他のもの
15,76.05,,アルミニウムの線
16,,,アルミニウム（合金を除く。）のもの
17,7605.11,000,横断面の最大寸法が7ミリメートルを超えるもの
18,7605.19,000,その他のもの
19,,,アルミニウム合金のもの
20,7605.21,000,横断面の最大寸法が7ミリメートルを超えるもの
21,7605.29,000,その他のもの
22,76.06,,アルミニウムの板、シート及びストリップ（厚さが0.2ミリメートルを超えるものに限る。）
23,,,長方形（正方形を含む。）のもの
24,7606.11,000,アルミニウム（合金を除く。）のもの
25,7606.12,,アルミニウム合金のもの
26,,,1 大型のコンテナ（政令で定める規格のものに限る。）の屋根板として使用するもの（幅が2.3メートル以上のものに限る。）並びに航空機用の板及びシート（クラッドし、かつ、鏡面仕上げをしたものに限る。）
27,,010,− 大型のコンテナ（政令で定める規格のものに限る。）の屋根板として使用するもの（幅が2.3メートル以上のものに限る。）
28,,020,− 航空機用の板及びシート（クラッドし、かつ、鏡面仕上げをしたものに限る。）
29,,,2 その他のもの
30,,,− 3000系合金のもの
31,,911,−− 厚さが0.35ミリメートルを超えるもの
32,,919,−− その他のもの
33,,920,− 5000系合金のもの
34,,930,− 6000系合金のもの
35,,990,− その他のもの
36,,,その他のもの
37,7606.91,000,アルミニウム（合金を除く。）のもの
38,7606.92,,アルミニウム合金のもの
39,,,1 大型のコンテナ（政令で定める規格のものに限る。）の屋根板として使用するもの（幅が2.3メートル以上のものに限る。）並びに航空機用の板及びシート（クラッドし、かつ、鏡面仕上げをしたものに限る。）
40,,010,− 大型のコンテナ（政令で定める規格のものに限る。）の屋根板として使用するもの（幅が2.3メートル以上のものに限る。）
41,,020,− 航空機用の板及びシート（クラッドし、かつ、鏡面仕上げをしたものに限る。）
42,,090,2 その他のもの
43,76.07,,アルミニウムのはく（厚さ（補強材の厚さを除く。）が0.2ミリメートル以下のものに限るものとし、印刷してあるかないか又は紙、板紙、プラスチックその他これらに類する補強材により裏張りしてあるかないかを問わない。）
44,,,裏張りしてないもの
45,7607.11,000,圧延したもの（更に加工したものを除く。）
46,7607.19,000,その他のもの
47,7607.20,000,裏張りしたもの
48,76.08,,アルミニウム製の管
49,7608.10,000,アルミニウム（合金を除く。）のもの
50,7608.20,000,アルミニウム合金のもの
51,76.09,,
52,7609.00,000,アルミニウム製の管用継手（例えば、カップリング、エルボー及びスリーブ）
53,76.10,,構造物及びその部分品（アルミニウム製のものに限る。例えば、橋、橋げた、塔、格子柱、屋根、屋根組み、戸、窓、戸枠、窓枠、戸敷居、手すり及び柱。第94.06項のプレハブ建築物を除く。）並びに構造物用に加工したアルミニウム製の板、棒、形材、管その他これらに類する物品
54,7610.10,000,戸及び窓並びにこれらの枠並びに戸敷居
55,7610.90,000,その他のもの
56,76.11,,
57,7611.00,000,アルミニウム製の貯蔵タンクその他これに類する容器（内容積が300リットルを超えるものに限るものとし、内張りしてあるかないか又は断熱してあるかないかを問わず、圧縮ガス用又は液化ガス用のもの及び機械装置又は加熱用若しくは冷却用の装置を有するものを除く。）
58,76.12,,アルミニウム製のたる、ドラム、缶、箱その他これらに類する容器（折畳み可能な又は硬いチューブ状のものを含み、内容積が300リットル以下のものに限るものとし、内張りしてあるかないか又は断熱してあるかないかを問わず、圧縮ガス用又は液化ガス用のもの及び機械装置又は加熱用若しくは冷却用の装置を有するものを除く。）
59,7612.10,000,折畳み可能なチューブ状のもの
60,7612.90,000,その他のもの
61,76.13,,
62,7613.00,000,圧縮ガス用又は液化ガス用のアルミニウム製の容器
63,76.14,,アルミニウム製のより線、ケーブル、組ひもその他これらに類する製品（電気絶縁をしたものを除く。）
64,7614.10,000,しんに鋼を使用したもの
65,7614.90,000,その他のもの
66,76.15,,食卓用品、台所用品その他の家庭用品及びその部分品（アルミニウム製のものに限る。）、アルミニウム製の瓶洗い、ポリッシングパッド、ポリッシンググラブその他これらに類する製品並びに衛生用品及びその部分品（アルミニウム製のものに限る。）
67,7615.10,000,食卓用品、台所用品その他の家庭用品及びその部分品並びに瓶洗い、ポリッシングパッド、ポリッシンググラブその他これらに類する製品
68,7615.20,000,衛生用品及びその部分品
69,76.16,,その他のアルミニウム製品
70,7616.10,000,くぎ、びよう、またくぎ（第83.05項のものを除く。）、ねじ、ボルト、ナット、スクリューフック、リベット、コッター、コッターピン、座金その他これらに類する製品
71,,,その他のもの
72,7616.91,000,ワイヤクロス、ワイヤグリル、網及び柵（アルミニウムの線から製造したものに限る。）
73,7616.99,000,その他のもの
