,hs_code,suffix,description
0,,,第1節  一次材料及び粒状又は粉状の物品
1,72.01,,銑鉄及びスピーゲル（なまこ形、ブロックその他の一次形状のものに限る。）
2,7201.10,,非合金銑鉄（りんの含有量が全重量の0.5％以下のものに限る。）
3,,010,− けい素の含有量が全重量の1.2％未満でりんの含有量が全重量の0.04％以下のもの
4,,,− その他のもの
5,,091,−− けい素の含有量が全重量の1.6％未満のもの
6,,099,−− その他のもの
7,7201.20,000,非合金銑鉄（りんの含有量が全重量の0.5％を超えるものに限る。）
8,7201.50,000,合金銑鉄及びスピーゲル
9,72.02,,フェロアロイ
10,,,フェロマンガン
11,7202.11,000,炭素の含有量が全重量の2％を超えるもの
12,7202.19,000,その他のもの
13,,,フェロシリコン
14,7202.21,000,けい素の含有量が全重量の55％を超えるもの
15,7202.29,000,その他のもの
16,7202.30,000,フェロシリコマンガン
17,,,フェロクロム
18,7202.41,000,炭素の含有量が全重量の4％を超えるもの
19,7202.49,000,その他のもの
20,7202.50,000,フェロシリコクロム
21,7202.60,,フェロニッケル
22,,010,− ニッケルの含有量が全重量の33％未満のもの
23,,090,− その他のもの
24,7202.70,000,フェロモリブデン
25,7202.80,,フェロタングステン及びフェロシリコタングステン
26,,010,1 フェロタングステン
27,,020,2 フェロシリコタングステン
28,,,その他のもの
29,7202.91,000,フェロチタン及びフェロシリコチタン
30,7202.92,000,フェロバナジウム
31,7202.93,000,フェロニオブ
32,7202.99,,その他のもの
33,,010,− りん鉄
34,,090,− その他のもの
35,72.03,,鉄鉱石を直接還元して得た鉄鋼その他の海綿状の鉄鋼及び重量比による純度が99.94％以上の鉄（ランプ、ペレットその他これらに類する形状のものに限る。）
36,7203.10,000,鉄鉱石を直接還元して得た鉄鋼
37,7203.90,000,その他のもの
38,72.04,,鉄鋼のくず及び鉄鋼の再溶解用のインゴット
39,7204.10,000,鋳鉄のくず
40,,,合金鋼のくず
41,7204.21,000,ステンレス鋼のもの
42,7204.29,000,その他のもの
43,7204.30,000,すずをめつきした鉄鋼のくず
44,,,その他のくず
45,7204.41,000,切削くず及び打抜きくず（束ねてあるかないかを問わない。）
46,7204.49,000,その他のもの
47,7204.50,,再溶解用のインゴット
48,,010,1 合金鋼のもの
49,,020,2 その他のもの
50,72.05,,銑鉄、スピーゲル又は鉄鋼の粒及び粉
51,7205.10,000,粒
52,,,粉
53,7205.21,,合金鋼のもの
54,,010,− ニッケルの含有量が全重量の1％以上5％未満のもの
55,,090,− その他のもの
56,7205.29,000,その他のもの
57,,,第2節  鉄及び非合金鋼
58,72.06,,鉄又は非合金鋼のインゴットその他の一次形状のもの（第72.03項の鉄を除く。）
59,7206.10,,インゴット
60,,010,1 炭素の含有量が全重量の0.6％未満のもの
61,,020,2 その他のもの
62,7206.90,,その他のもの
63,,010,1 炭素の含有量が全重量の0.6％未満のもの
64,,020,2 その他のもの
65,72.07,,鉄又は非合金鋼の半製品
66,,,炭素の含有量が全重量の0.25％未満のもの
67,7207.11,000,横断面が長方形（正方形を含む。）のもので、幅が厚さの2倍未満のもの
68,7207.12,000,その他のもの（横断面が長方形のものに限るものとし、正方形のものを除く。）
69,7207.19,000,その他のもの
70,7207.20,,炭素の含有量が全重量の0.25％以上のもの
71,,,1 炭素の含有量が全重量の0.6％未満のもの
72,,011,− ビレット
73,,012,− スラブ
74,,019,− その他のもの
75,,020,2 その他のもの
