,hs_code,suffix,description
0,18.01,,
1,1801.00,000,カカオ豆（生のもの及びいつたもので、全形のもの及び割つたものに限る。）
2,18.02,,
3,1802.00,000,カカオ豆の殻、皮その他のくず
4,18.03,,ココアペースト（脱脂してあるかないかを問わない。）
5,1803.10,000,脱脂してないもの
6,1803.20,000,完全に又は部分的に脱脂したもの
7,18.04,,
8,1804.00,000,カカオ脂
9,18.05,,
10,1805.00,000,ココア粉（砂糖その他の甘味料を加えたものを除く。）
11,18.06,,チョコレートその他のココアを含有する調製食料品
12,1806.10,,ココア粉（砂糖その他の甘味料を加えたものに限る。）
13,,,1 砂糖を加えたもの
14,,110,− しよ糖の含有量が全重量の50％以上のもの
15,,190,− その他のもの
16,,200,2 その他のもの
17,1806.20,,その他の調製品（塊状、板状又は棒状のもので、その重量が2キログラムを超えるもの及び液状、ペースト状、粉状、粒状その他これらに類する形状のもので、正味重量が2キログラムを超える容器入り又は直接包装にしたものに限る。）
18,,,1 第04.01項から第04.04項までの物品の調製食料品（ココア粉の含有量が全重量の10％未満のものに限る。）
19,,,(1)ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上のもの（加圧容器入りにしたホイップドクリームを除く。）
20,,311,− その他の乳製品に係る共通の限度数量以内のもの
21,,319,− その他のもの
22,,,(2)その他のもの
23,,321,A 砂糖を加えたもの
24,,322,B その他のもの
25,,,2 その他のもの
26,,,(1)砂糖を加えたもの
27,,,A チューインガムその他の砂糖菓子及び塊状、板状、棒状又はペースト状の調製品
28,,112,− チューインガムその他の砂糖菓子及びしよ糖の含有量が全重量の50％以上のもの
29,,,− その他のもの
30,,113,−− 各成分のうち砂糖の重量が最大のもの
31,,119,−− その他のもの
32,,,B その他のもの
33,,121,− しよ糖の含有量が全重量の50％以上のもの
34,,129,− その他のもの
35,,,(2)その他のもの
36,,210,− チョコレートの製造用のココアを含有する調製食料品について、当該年度におけるチョコレートの製造用の当該調製食料品及び粉乳の需給その他の条件を勘案して政令で定める数量以内のもの
37,,,− その他のもの
38,,,−− 関税暫定措置法第8条の6第1項の規定により経済連携協定に基づく譲許の便益の適用を受けて輸入するもの
39,,291,−−− 環太平洋パートナーシップに関する包括的及び先進的な協定（以下この項において「環太平洋包括的及び先進的協定」という。）附属書2-Dの日本国の関税率表の付録Aの第B節の13のTWQ-JP13に掲げる品目又は経済上の連携に関する日本国と欧州連合との間の協定（以下この項において「欧州連合協定」という。）附属書2-Aの第3編の第Ｂ節の20のTRQ-19に掲げる品目に分類されるもの
40,,292,−−− 環太平洋包括的及び先進的協定附属書2-Dの日本国の関税率表の付録Aの第B節の14のTWQ-JP14に掲げる品目又は欧州連合協定附属書2-Aの第3編の第B節の21のTRQ-20に掲げる品目に分類されるもの
41,,293,−−− その他のもの
42,,,−− その他のもの
43,,296,−−− 包括的な経済上の連携に関する日本国とグレートブリテン及び北アイルランド連合王国との間の協定（以下この項において「英国協定」という。）附属書2-Aの第3編の第B節の第2款の8の（ａ）に定めるもの
44,,297,−−− 英国協定附属書2-Aの第3編の第B節の第2款の9の（ａ）に定めるもの
45,,299,−−− その他のもの
46,,,その他のもの（塊状、板状又は棒状のものに限る。）
47,1806.31,000,詰物をしたもの
48,1806.32,,詰物をしてないもの
49,,100,1 チョコレート菓子
50,,,2 その他のもの
51,,,(1)砂糖を加えたもの
52,,212,− チューインガムその他の砂糖菓子及びしよ糖の含有量が全重量の50％以上のもの
53,,,− その他のもの
54,,213,−− 各成分のうち砂糖の重量が最大のもの
55,,219,−− その他のもの
56,,220,(2)その他のもの
57,1806.90,,その他のもの
58,,100,1 チョコレート菓子
59,,,2 その他のもの
60,,,(1)第04.01項から第04.04項までの物品の調製食料品（ココア粉の含有量が全重量の10％未満のものに限る。）
61,,,A ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上のもの（加圧容器入りにしたホイップドクリームを除く。）
62,,311,− その他の乳製品に係る共通の限度数量以内のもの
63,,319,− その他のもの
64,,,B その他のもの
65,,321,(a)砂糖を加えたもの
66,,322,(b)その他のもの
67,,,(2)その他のもの
68,,,A 砂糖を加えたもの
69,,212,− チューインガムその他の砂糖菓子及びしよ糖の含有量が全重量の50％以上のもの
70,,,− その他のもの
71,,213,−− 各成分のうち砂糖の重量が最大のもの
72,,219,−− その他のもの
73,,220,B その他のもの
