,hs_code,suffix,description
0,36.01,,
1,3601.00,000,火薬
2,36.02,,
3,3602.00,000,爆薬
4,36.03,,導火線、導爆線、火管、雷管（電気雷管を含む。）及びイグナイター
5,3603.10,000,導火線
6,3603.20,000,導爆線
7,3603.30,000,火管
8,3603.40,000,雷管（電気雷管を除く。）
9,3603.50,,イグナイター
10,,100,1 政令で定める自動車の部分品の製造に使用するもの
11,,200,2 その他のもの
12,3603.60,000,電気雷管
13,36.04,,花火、信号せん光筒、レインロケット、霧中信号用品その他の火工品
14,3604.10,,花火
15,,010,− がん具用のもの
16,,090,− その他のもの
17,3604.90,000,その他のもの
18,36.05,,
19,3605.00,,マッチ（第36.04項の火工品を除く。）
20,,100,− 70本以下入りのもの
21,,200,− その他のもの
22,36.06,,フェロセリウムその他の発火性合金（形状を問わない。）及びこの類の注2の可燃性材料の製品
23,3606.10,000,たばこ用ライターその他これに類するライターの充てんに使用する種類の液体燃料及び液化ガス燃料（容量が300立方センチメートル以下の容器入りにしたものに限る。）
24,3606.90,000,その他のもの
