,hs_code,suffix,description
0,24.01,,たばこ（製造たばこを除く。）及びくずたばこ
1,2401.10,000,たばこ（骨を除いてないものに限る。）
2,2401.20,000,たばこ（全部又は一部の骨を除いたものに限る。）
3,2401.30,000,くずたばこ
4,24.02,,葉巻たばこ、シェルート、シガリロ及び紙巻たばこ（たばこ又はたばこ代用物から成るものに限る。）
5,2402.10,000,葉巻たばこ、シェルート及びシガリロ（たばこを含有するものに限る。）
6,2402.20,000,紙巻たばこ（たばこを含有するものに限る。）
7,2402.90,000,その他のもの
8,24.03,,その他の製造たばこ及び製造たばこ代用品、シートたばこ並びにたばこのエキス及びエッセンス
9,,,喫煙用たばこ（たばこ代用物を含有するかしないかを問わないものとし、その含有量のいかんを問わない。）
10,2403.11,000,この類の号注1の水パイプたばこ
11,2403.19,,その他のもの
12,,100,1 パイプたばこ
13,,200,2 その他のもの
14,,,その他のもの
15,2403.91,000,シートたばこ
16,2403.99,,その他のもの
17,,100,1 たばこのエキス及びエッセンス
18,,200,2 その他のもの
19,24.04,,たばこ、再生たばこ、ニコチン又はたばこ代用物若しくはニコチン代用物を含有する物品（非燃焼吸引用の物品に限る。）及びニコチンを含有するその他の物品（ニコチンを人体に摂取するためのものに限る。）
20,,,非燃焼吸引用の物品
21,2404.11,,たばこ又は再生たばこを含有するもの
22,,100,1 シートたばこ
23,,200,2 その他のもの
24,2404.12,000,その他のもの（ニコチンを含有するものに限る。）
25,2404.19,,その他のもの
26,,100,1 製造たばこ代用品
27,,200,2 その他のもの
28,,,その他のもの
29,2404.91,,経口摂取用のもの
30,,100,1 チューインガム
31,,200,2 その他のもの
32,2404.92,000,経皮摂取用のもの
33,2404.99,000,その他のもの
