,hs_code,suffix,description
0,21.01,,コーヒー、茶又はマテのエキス、エッセンス及び濃縮物並びにこれらをもととした調製品、コーヒー、茶又はマテをもととした調製品並びにチコリーその他のコーヒー代用物（いつたものに限る。）並びにそのエキス、エッセンス及び濃縮物
1,,,コーヒーのエキス、エッセンス及び濃縮物並びにこれらをもととした調製品並びにコーヒーをもととした調製品
2,2101.11,,エキス、エッセンス及び濃縮物
3,,,1 砂糖を加えたもの
4,,110,− しよ糖の含有量が全重量の50％以上のもの
5,,190,− その他のもの
6,,,2 その他のもの
7,,210,(1)インスタントコーヒー
8,,290,(2)その他のもの
9,2101.12,,エキス、エッセンス又は濃縮物をもととした調製品及びコーヒーをもととした調製品
10,,,1 エキス、エッセンス又は濃縮物をもととした調製品
11,,,(1)砂糖を加えたもの
12,,111,− しよ糖の含有量が全重量の50％以上のもの
13,,112,− その他のもの
14,,,(2)その他のもの
15,,121,A インスタントコーヒー
16,,122,B その他のもの
17,,,2 コーヒーをもととした調製品
18,,,(1)ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上のもの
19,,,A 乳脂肪分が全重量の30％以下のもの
20,,231,− その他の乳製品に係る共通の限度数量以内のもの
21,,232,− その他のもの
22,,,B その他のもの
23,,236,− その他の乳製品に係る共通の限度数量以内のもの
24,,237,− その他のもの
25,,,(2)その他のもの
26,,,A 砂糖を加えたもの
27,,,(a)しよ糖の含有量が全重量の50％未満のもの
28,,241,− 各成分のうち砂糖の重量が最大のもの
29,,242,− その他のもの
30,,246,(b)その他のもの
31,,249,B その他のもの
32,2101.20,,茶又はマテのエキス、エッセンス及び濃縮物並びにこれらをもととした調製品並びに茶又はマテをもととした調製品
33,,,1 茶又はマテのエキス、エッセンス及び濃縮物並びにこれらをもととした調製品
34,,110,(1)インスタントティー
35,,120,(2)その他のもの
36,,,2 茶又はマテをもととした調製品
37,,,(1)ミルクの天然の組成分の含有量の合計が乾燥状態において全重量の30％以上のもの
38,,,A 乳脂肪分が全重量の30％以下のもの
39,,231,− その他の乳製品に係る共通の限度数量以内のもの
40,,232,− その他のもの
41,,,B その他のもの
42,,236,− その他の乳製品に係る共通の限度数量以内のもの
43,,237,− その他のもの
44,,,(2)その他のもの
45,,,A 砂糖を加えたもの
46,,,(a)しよ糖の含有量が全重量の50％未満のもの
47,,241,− 各成分のうち砂糖の重量が最大のもの
48,,242,− その他のもの
49,,246,(b)その他のもの
50,,247,B その他のもの
51,2101.30,000,チコリーその他のコーヒー代用物（いつたものに限る。）並びにそのエキス、エッセンス及び濃縮物
52,21.02,,酵母（活性のものであるかないかを問わない。）及びその他の単細胞微生物（生きていないものに限るものとし、第30.02項のワクチンを除く。）並びに調製したベーキングパウダー
53,2102.10,000,酵母（活性のものに限る。）
