,hs_code,suffix,description
0,33.01,,精油（コンクリートのもの及びアブソリュートのものを含むものとし、テルペンを除いてあるかないかを問わない。）、レジノイド、オレオレジン抽出物、精油のコンセントレート（冷浸法又は温浸法により得たもので、油脂、ろうその他これらに類する物品を媒質としているものに限る。）、精油からテルペンを除く際に生ずるテルペン系副産物並びに精油のアキュアスディスチレート及びアキュアスソリューション
1,,,精油（かんきつ類の果実のものに限る。）
2,3301.12,000,オレンジのもの
3,3301.13,000,レモンのもの
4,3301.19,,その他のもの
5,,100,1 ベルガモットのもの
6,,,2 その他のもの
7,,210,− ライムのもの
8,,290,− その他のもの
9,,,精油（かんきつ類の果実のものを除く。）
10,3301.24,000,ペパーミント（メンタ・ピペリタ）のもの
11,3301.25,,その他のミントのもの
12,,,1 ペパーミント油（メンタ・アルヴェンスィスから採取したものに限る。）
13,,011,(1)政令で定める試験方法による総メントールの含有量が全重量の65％を超えるもの
14,,019,(2)その他のもの
15,,020,2 その他のペパーミント油
16,,030,3 その他のもの
17,3301.29,,その他のもの
18,,100,1 ベイ葉油、カナンガ油、けい皮油、シダー油、シトロネラ油、丁子油、ユーカリ油、小ういきよう油、大ういきよう油、プチグレン油、ローズマリー油、ローズウッド油、びやくだん油、イランイラン油、けい葉油、ジンジャグラス油、パルマローザ油、タイム油、牛樟油、レモングラス油及びパチュリ油
19,,200,2 芳油
20,,,3 ゼラニウム又はベチベルのもの
21,,310,− ゼラニウムのもの
22,,320,− ベチベルのもの
23,,400,4 ラベンダー又はラバンジンのもの
24,,,5 その他のもの
25,,910,− ジャスミンのもの
26,,990,− その他のもの
27,3301.30,000,レジノイド
28,3301.90,000,その他のもの
29,33.02,,香気性物質の混合物及び一以上の香気性物質をもととした混合物（アルコール溶液を含むものとし、工業において原材料として使用する種類のものに限る。）並びに香気性物質をもととしたその他の調製品（飲料製造に使用する種類のものに限る。）
30,3302.10,,食品工業又は飲料工業において使用する種類のもの
31,,100,1 アルコール分が10％以上のもの
32,,,2 その他のもの
33,,210,− 食品工業において使用する種類のもの
34,,290,− その他のもの
35,3302.90,000,その他のもの
36,33.03,,
37,3303.00,000,香水類及びオーデコロン類
38,33.04,,美容用、メーキャップ用又は皮膚の手入れ用の調製品（日焼止め用又は日焼け用の調製品を含むものとし、医薬品を除く。）及びマニキュア用又はペディキュア用の調製品
39,3304.10,000,唇のメーキャップ用の調製品
40,3304.20,000,眼のメーキャップ用の調製品
41,3304.30,000,マニキュア用又はペディキュア用の調製品
42,,,その他のもの
43,3304.91,000,パウダー（固形にしたものを含む。）
44,3304.99,,その他のもの
45,,,− クリームその他油、脂又はろうをもととした調製品
46,,011,−− 化粧下
47,,012,−− 乳液
48,,019,−− その他のもの
49,,090,− その他のもの
50,33.05,,頭髪用の調製品
51,3305.10,000,シャンプー
52,3305.20,000,パーマネント用の調製品
53,3305.30,000,ヘアラッカー
54,3305.90,000,その他のもの
55,33.06,,口腔衛生用の調製品（義歯定着用のペースト及び粉を含む。）及び小売用の包装にした歯間清掃用の糸（デンタルフロス）
56,3306.10,000,歯磨き
57,3306.20,000,歯間清掃用の糸（デンタルフロス）
58,3306.90,000,その他のもの
59,33.07,,ひげそり前用、ひげそり用又はひげそり後用の調製品、身体用の防臭剤、浴用の調製品、脱毛剤その他の調製香料及び化粧品類（他の項に該当するものを除く。）並びに調製した室内防臭剤（芳香を付けてあるかないか又は消毒作用を有するか有しないかを問わない。）
60,3307.10,000,ひげそり前用、ひげそり用又はひげそり後用の調製品
61,3307.20,000,身体用の防臭剤及び汗止め
62,3307.30,000,芳香を付けた浴用塩その他の浴用の調製品
63,,,室内に芳香を付けるため又は室内防臭用の調製品（宗教的儀式用の香気性の調製品を含む。）
64,3307.41,000,アガバティその他の香気性の調製品で燃焼させて使用するもの
65,3307.49,000,その他のもの
66,3307.90,000,その他のもの
