,hs_code,suffix,description
0,,,第1節  紡織用繊維のその他の製品
1,63.01,,毛布及びひざ掛け
2,6301.10,000,電気毛布
3,6301.20,,ひざ掛け及び毛布（電気毛布を除く。）（羊毛製又は繊獣毛製のものに限る。）
4,,010,− 毛布（起毛したものに限る。）
5,,090,− その他のもの
6,6301.30,,ひざ掛け及び毛布（電気毛布を除く。）（綿製のものに限る。）
7,,010,− 毛布（起毛したものに限る。）
8,,091,− テリータオル地その他のテリー織物のもの
9,,099,− その他のもの
10,6301.40,,ひざ掛け及び毛布（電気毛布を除く。）（合成繊維製のものに限る。）
11,,010,− 毛布（起毛したものに限る。）
12,,090,− その他のもの
13,6301.90,000,その他の毛布及びひざ掛け
14,63.02,,ベッドリネン、テーブルリネン、トイレットリネン及びキッチンリネン
15,6302.10,000,ベッドリネン（メリヤス編み又はクロセ編みのものに限る。）
16,,,その他のベッドリネン（なせんしたものに限る。）
17,6302.21,000,綿製のもの
18,6302.22,,人造繊維製のもの
19,,010,− 不織布製のもの
20,,090,− その他のもの
21,6302.29,,その他の紡織用繊維製のもの
22,,010,1 亜麻製又はラミー製のもの
23,,020,2 その他のもの
24,,,その他のベッドリネン
25,6302.31,000,綿製のもの
26,6302.32,,人造繊維製のもの
27,,010,− 不織布製のもの
28,,090,− その他のもの
29,6302.39,,その他の紡織用繊維製のもの
30,,010,1 亜麻製又はラミー製のもの
31,,020,2 その他のもの
32,6302.40,000,テーブルリネン（メリヤス編み又はクロセ編みのものに限る。）
33,,,その他のテーブルリネン
34,6302.51,000,綿製のもの
35,6302.53,,人造繊維製のもの
36,,100,− 不織布製のもの
37,,900,− その他のもの
38,6302.59,,その他の紡織用繊維製のもの
39,,030,1 亜麻製又はラミー製のもの
40,,090,2 その他のもの
41,6302.60,000,トイレットリネン及びキッチンリネン（テリータオル地その他のテリー織物で綿製のものに限る。）
42,,,その他のもの
43,6302.91,000,綿製のもの
44,6302.93,,人造繊維製のもの
45,,010,− 不織布製のもの
46,,090,− その他のもの
47,6302.99,,その他の紡織用繊維製のもの
48,,100,1 亜麻製のもの
49,,900,2 その他のもの
50,63.03,,カーテン（ドレープを含む。）、室内用ブラインド、カーテンバランス及びベッドバランス
51,,,メリヤス編み又はクロセ編みのもの
52,6303.12,000,合成繊維製のもの
53,6303.19,000,その他の紡織用繊維製のもの
54,,,その他のもの
55,6303.91,000,綿製のもの
56,6303.92,,合成繊維製のもの
57,,010,− 不織布製のもの
58,,090,− その他のもの
59,6303.99,,その他の紡織用繊維製のもの
60,,010,1 亜麻製又はラミー製のもの
61,,020,2 その他のもの
62,63.04,,その他の室内用品（第94.04項のものを除く。）
63,,,ベッドスプレッド
64,6304.11,000,メリヤス編み又はクロセ編みのもの
