,hs_code,suffix,description
0,41.01,,牛（水牛を含む。）又は馬類の動物の原皮（生鮮のもの及び塩蔵、乾燥、石灰漬け、酸漬けその他の保存に適する処理をしたもので、なめし、パーチメント仕上げ又はこれら以上の加工をしてないものに限るものとし、脱毛してあるかないか又はスプリットしてあるかないかを問わない。）
1,4101.20,,全形の原皮（スプリットしてないもので、重量が1枚につき、単に乾燥したものは8キログラム以下、乾式塩蔵をしたものは10キログラム以下又は生鮮のもの若しくは湿式塩蔵その他の保存に適する処理をしたものは16キログラム以下のものに限る。）
2,,,1 クロムなめしのもの（なめし過程（前なめしを含む。）中のもののうちなめしを終えてないもの）及びなめし過程にないもの
3,,,− なめし過程にないもの
4,,111,−− 馬類の動物のもの
5,,112,−− その他のもの
6,,113,− その他のもの
7,,,2 その他のもの
8,,211,"− この号の2、第4101.50号の2及び第4101.90号の2に掲げる牛（水牛を含む。）又は馬類の動物の皮でなめし過程（前なめしを含む。）中のもののうちなめしを終えてないもの、第4104.11号の2、第4104.19号の2、第4104.41号の1の(2)及び2の(2)並びに第4104.49号の1の(2)及び2の(2)に掲げる牛（水牛を含む。）又は馬類の動物のなめした皮並びに第4107.11号の2の(2)、第4107.12号の2の(2)、第4107.19号の2の(2)第4107.91号の2の(2)、第4107.92号の2の(2)並びに第4107.99号の2の(2)に掲げる牛（水牛を含む。）又は馬類の動物の革について、各年度において214,000平方メートルを基準とし、前年度における輸入数量、国際市況その他の条件を勘案して政令で定める数量（以下この項、第41.04項及び第41.07項において「共通の限度数量（第一種のもの）」という。）以内のもの"
9,,212,− その他のもの
10,4101.50,,全形の原皮（16キログラムを超えるものに限る。）
11,,,1 クロムなめしのもの（なめし過程（前なめしを含む。）中のもののうちなめしを終えてないもの）及びなめし過程にないもの
12,,,− なめし過程にないもの
13,,111,−− 馬類の動物のもの
14,,112,−− その他のもの
15,,113,− その他のもの
16,,,2 その他のもの
17,,211,− 共通の限度数量（第一種のもの）以内のもの
18,,212,− その他のもの
19,4101.90,,その他のもの（バット、ベンズ及びベリーを含む。）
20,,,1 クロムなめしのもの（なめし過程（前なめしを含む。）中のもののうちなめしを終えてないもの）及びなめし過程にないもの
21,,110,− なめし過程にないもの
22,,113,− その他のもの
23,,,2 その他のもの
24,,211,− 共通の限度数量（第一種のもの）以内のもの
25,,212,− その他のもの
26,41.02,,羊の原皮（生鮮のもの及び塩蔵、乾燥、石灰漬け、酸漬けその他の保存に適する処理をしたもので、なめし、パーチメント仕上げ又はこれら以上の加工をしてないものに限るものとし、毛が付いているかいないか又はスプリットしてあるかないかを問わない。ただし、この類の注1(c)の規定により除かれているものを含まない。）
27,4102.10,000,毛が付いているもの
28,,,毛が付いていないもの
29,4102.21,,酸漬けしたもの
30,,010,− なめし過程にないもの
31,,090,− その他のもの
32,4102.29,,その他のもの
33,,010,− なめし過程にないもの
34,,090,− その他のもの
35,41.03,,その他の原皮（生鮮のもの及び塩蔵、乾燥、石灰漬け、酸漬けその他の保存に適する処理をしたもので、なめし、パーチメント仕上げ又はこれら以上の加工をしてないものに限るものとし、脱毛してあるかないか又はスプリットしてあるかないかを問わない。ただし、この類の注1の(b)又は(c)の規定により除かれているものを含まない。）
36,4103.20,,爬虫類のもの
37,,,− わにのもの
38,,011,−− なめし過程にないもの
39,,019,−− その他のもの
40,,,− とかげのもの
41,,021,−− なめし過程にないもの
42,,029,−− その他のもの
43,,,− へびのもの
44,,031,−− なめし過程にないもの
45,,039,−− その他のもの
46,,,− かめのもの
47,,041,−− なめし過程にないもの
48,,049,−− その他のもの
49,,,− その他のもの
50,,091,−− なめし過程にないもの
51,,099,−− その他のもの
52,4103.30,,豚のもの
53,,100,1 なめし過程にないもの
54,,200,2 その他のもの
55,4103.90,,その他のもの
56,,,− しかのもの
57,,011,−− なめし過程にないもの
58,,019,−− その他のもの
59,,,− だちようのもの
60,,021,−− なめし過程にないもの
61,,029,−− その他のもの
62,,,− やぎのもの
63,,031,−− なめし過程にないもの
64,,039,−− その他のもの
65,,,− その他のもの
66,,091,−− なめし過程にないもの
67,,099,−− その他のもの
68,41.04,,牛（水牛を含む。）又は馬類の動物のなめした皮（なめしたもの及びクラストにしたもので、これらを超える加工をしておらず、毛が付いていないものに限るものとし、スプリットしてあるかないかを問わない。）
69,,,湿潤状態（ウェットブルーを含む。）のもの
70,4104.11,,フルグレーン（スプリットしてないものに限る。）及びグレーンスプリット
71,,100,1 クロムなめしのもの
72,,,2 その他のもの
73,,211,− 共通の限度数量（第一種のもの）以内のもの
74,,212,− その他のもの
75,4104.19,,その他のもの
