,hs_code,suffix,description
0,02.01,,牛の肉（生鮮のもの及び冷蔵したものに限る。）
1,0201.10,000,枝肉及び半丸枝肉
2,0201.20,000,その他の骨付き肉
3,0201.30,,骨付きでない肉
4,,010,− ロインのもの
5,,020,− かた、うで及びもものもの
6,,030,− ばらのもの
7,,090,− その他のもの
8,02.02,,牛の肉（冷凍したものに限る。）
9,0202.10,000,枝肉及び半丸枝肉
10,0202.20,000,その他の骨付き肉
11,0202.30,,骨付きでない肉
12,,010,− ロインのもの
13,,020,− かた、うで及びもものもの
14,,030,− ばらのもの
15,,090,− その他のもの
16,02.03,,豚の肉（生鮮のもの及び冷蔵し又は冷凍したものに限る。）
17,,,生鮮のもの及び冷蔵したもの
18,0203.11,,枝肉及び半丸枝肉
19,,010,1 いのししのもの
20,,,2 その他のもの
21,,020,*〔1〕課税価格が1キログラムにつき、枝肉に係る従量税適用限度価格（枝肉に係る基準輸入価格（関税暫定措置法別表第1の3の2に定める期間内に輸入されるものの区分に応じ、それぞれ同表第2項第1号に定める価格をいう。以下この項において同じ。）から当該区分に対応する同法別表第1の3に定める期間内に輸入されるものの区分に応じ、それぞれこの号の*〔1〕に定める額を控除して得た価格をいう。以下この項において同じ。）以下のもの
22,,,*〔2〕課税価格が1キログラムにつき、枝肉に係る従量税適用限度価格を超え、枝肉に係る分岐点価格（枝肉に係る基準輸入価格を、当該基準輸入価格に係る関税暫定措置法別表第1の3の2に定める期間内に輸入されるものの区分に対応するこの表に定める期間内に輸入されるものの区分に応じ、それぞれこの号の*〔3〕に定める率（例えば、4.9％の場合は0.049）に1を加えた数で除して得た価格をいう。以下この項において同じ。）以下のもの
23,,031,− 課税価格が1キログラムにつき、299円25銭未満のもの
24,,032,− 課税価格が1キログラムにつき、299円25銭以上のもの
25,,040,*〔3〕課税価格が1キログラムにつき、枝肉に係る分岐点価格を超えるもの
26,0203.12,,骨付きのもも肉及び肩肉並びにこれらを分割したもの（骨付きのものに限る。）
27,,010,1 いのししのもの
28,,,2 その他のもの
29,,023,*〔1〕課税価格が1キログラムにつき、部分肉に係る従量税適用限度価格（部分肉に係る基準輸入価格（関税暫定措置法別表第1の3の2に定める期間内に輸入されるものの区分に応じ、それぞれ同表第3項第1号に定める価格をいう。以下この項及び第02.06項において同じ。）から当該区分に対応する同法別表第1の3に定める期間内に輸入されるものの区分に応じ、それぞれこの号の*〔1〕に定める額を控除して得た価格をいう。以下この項及び第02.06項において同じ。）以下のもの
30,,,*〔2〕課税価格が1キログラムにつき、部分肉に係る従量税適用限度価格を超え、部分肉に係る分岐点価格（部分肉に係る基準輸入価格を、当該基準輸入価格に係る関税暫定措置法別表第1の3の2に定める期間内に輸入されるものの区分に対応するこの表に定める期間内に輸入されるものの区分に応じ、それぞれこの号の*〔3〕に定める率（例えば、4.9％の場合は0.049）に1を加えた数で除して得た価格をいう。以下この項及び第02.06項において同じ。）以下のもの
31,,024,− 課税価格が1キログラムにつき、399円未満のもの
32,,025,− 課税価格が1キログラムにつき、399円以上のもの
33,,022,*〔3〕課税価格が1キログラムにつき、部分肉に係る分岐点価格を超えるもの
34,0203.19,,その他のもの
35,,010,1 いのししのもの
36,,,2 その他のもの
37,,023,*〔1〕課税価格が1キログラムにつき、部分肉に係る従量税適用限度価格以下のもの
38,,,*〔2〕課税価格が1キログラムにつき、部分肉に係る従量税適用限度価格を超え、部分肉に係る分岐点価格以下のもの
39,,024,− 課税価格が1キログラムにつき、399円未満のもの
40,,025,− 課税価格が1キログラムにつき、399円以上のもの
41,,022,*〔3〕課税価格が1キログラムにつき、部分肉に係る分岐点価格を超えるもの
42,,,冷凍したもの
43,0203.21,,枝肉及び半丸枝肉
44,,010,1 いのししのもの
45,,,2 その他のもの
46,,020,*〔1〕課税価格が1キログラムにつき、枝肉に係る従量税適用限度価格以下のもの
47,,,*〔2〕課税価格が1キログラムにつき、枝肉に係る従量税適用限度価格を超え、枝肉に係る分岐点価格以下のもの
48,,031,− 課税価格が1キログラムにつき、299円25銭未満のもの
49,,032,− 課税価格が1キログラムにつき、299円25銭以上のもの
